sentence,sentiment,topic,processed_text
The university has a well-developed online learning system that enables students to study remotely.,1,facility,the university has a well developed online learning system that enables students to study remotely
Chương trình đào tạo cần phần nào đó đáp ứng nhu cầu của doanh nghiệp,1,curriculum,chương_trình đào_tạo cần phần_nào đó đáp_ứng nhu_cầu của doanh_nghiệp
Thiếu sự thú vị và cảm hứng trong giảng dạy.,0,curriculum,thiếu sự thú_vị và cảm_hứng trong giảng_dạy
Các lớp học được chọn lọc và phân chia một cách hợp lý.,2,curriculum,các lớp_học được chọn_lọc và phân_chia một_cách hợp_lý
Các nhân viên tại trường luôn thân thiện và hỗ trợ tôi mọi lúc mọi nơi.,2,facility,các nhân_viên tại trường luôn thân_thiện và hỗ_trợ tôi mọi lúc mọi nơi
"Thiết bị máy tính của trường này cũ kỹ, chậm chạp.",0,facility,thiết_bị máy_tính của trường này cũ_kỹ chậm_chạp
Thiếu sự hấp dẫn và khó chịu khi phải học nhiều môn không liên quan đến ngành học.,0,curriculum,thiếu sự hấp_dẫn và khó_chịu khi phải học nhiều môn không liên_quan đến ngành học
Cách giảng dạy của thầy rất hấp dẫn.,1,lecturer,cách giảng_dạy của thầy rất hấp_dẫn
I feel that the curriculum is flexible enough to allow students to pursue their interests.,1,curriculum,i feel that the curriculum is flexible enough to allow students to pursue their interests
Giảng viên này rất quan tâm đến việc phát triển năng lực của sinh viên.,1,lecturer,giảng_viên này rất quan_tâm đến việc phát_triển năng_lực của sinh_viên
Thiếu phương pháp giảng dạy hiệu quả.,0,curriculum,thiếu phương_pháp giảng_dạy hiệu_quả
Tôi không thích cách anh ta chủ động quản lý các nhóm mình một cách thô bạo.,0,others,tôi không thích cách anh ta chủ_động quản_lý các nhóm mình một_cách thô_bạo
Giảng viên này có khả năng biến những bài giảng khô khan thành những phút giây thú vị.,1,lecturer,giảng_viên này có khả_năng biến những bài giảng khô khan thành những phút_giây thú_vị
Giảng viên này không đáng được nhận một đồng lương.,0,lecturer,giảng_viên này không đáng được nhận một đồng_lương
"Trường có các tổ chức sinh viên rất hoạt động và sáng tạo, giúp cho sinh viên có thể tham gia các hoạt động ngoại khóa, giao lưỡng với những bạn bè mới và phát triển năng lực bản thân.",2,facility,trường có các tổ_chức sinh_viên rất hoạt_động và sáng_tạo giúp cho sinh_viên có_thể tham_gia các hoạt_động ngoại_khóa giao_lưỡng với những bạn_bè mới và phát_triển năng_lực bản_thân
Trường có nhiều chương trình phát triển kỹ năng mềm giúp cho sinh viên tự tin hơn khi tham gia vào công việc thực tế.,2,curriculum,trường có nhiều chương_trình phát_triển kỹ_năng mềm giúp cho sinh_viên tự_tin hơn khi tham_gia vào công_việc thực_tế
Trường cũng có rất nhiều không gian xa xỉ dành cho sinh viên để học và thư giãn.,2,facility,trường cũng có rất nhiều không_gian xa_xỉ dành cho sinh_viên để học và thư_giãn
Tôi cảm thấy may mắn khi được học với thầy/cô.,2,lecturer,tôi cảm_thấy may_mắn khi được học với thầy cô
Giảng viên này rất hòa đồng và thân thiện với tất cả các học viên.,2,lecturer,giảng_viên này rất hòa đồng và thân_thiện với tất_cả các học_viên
"Thiếu sự đa dạng trong nội dung học, đặc biệt là các môn chung.",0,curriculum,thiếu sự đa_dạng trong nội_dung học đặc_biệt là các môn chung
Chương trình đào tạo giúp tôi hiểu được những khó khăn và thách thức của ngành học của mình.,2,curriculum,chương_trình đào_tạo giúp tôi hiểu được những khó_khăn và thách_thức của ngành học của mình
Giảng viên có tố chất nghệ sỹ trong giải thích khái niệm.,1,lecturer,giảng_viên có tố chất_nghệ_sỹ trong giải_thích khái_niệm
Cô ấy thường nói chuyện phũ phàng và không có tinh thần hỗ trợ.,0,others,cô ấy thường nói_chuyện phũ_phàng và không có tinh_thần hỗ_trợ
"Thầy/cô giảng bài rất rõ ràng, dễ hiểu và lồng ghép nhiều hình ảnh minh họa để giúp các bạn học tập tốt hơn.",2,lecturer,thầy cô giảng_bài rất rõ_ràng dễ hiểu và lồng_ghép nhiều hình_ảnh minh_họa để giúp các bạn học_tập tốt hơn
Tôi được học từ các giảng viên rất tài năng và có kinh nghiệm trong ngành học của mình.,2,curriculum,tôi được học từ các giảng_viên rất tài_năng và có kinh_nghiệm trong ngành học của mình
"Giảng viên của tôi có phong cách giảng dạy truyền cảm hứng và đầy sáng tạo, giúp sinh viên cảm thấy hứng thú hơn trong quá trình học tập.",1,lecturer,giảng_viên của tôi có phong_cách giảng_dạy truyền cảm_hứng và đầy sáng_tạo giúp sinh_viên cảm_thấy hứng_thú hơn trong quá_trình học_tập
Tôi thích môn học này vì nó giúp tôi phát triển tư duy sáng tạo.,2,curriculum,tôi thích môn_học này vì nó giúp tôi phát_triển tư_duy sáng_tạo
Anh ta không có ý thức kỷ luật và thường xuyên giảm sút chất lượng công việc của nhóm.,0,others,anh ta không có ý_thức kỷ_luật và thường_xuyên giảm_sút chất_lượng công_việc của nhóm
Trường không chỉ tập trung vào việc giảng dạy mà còn phát triển các kỹ năng mềm của sinh viên.,1,facility,trường không_chỉ tập_trung vào việc giảng_dạy mà_còn phát_triển các kỹ_năng mềm của sinh_viên
Tôi rất hoan nghênh các hoạt động đào tạo liên quan đến phát triển bền vững và xã hội.,2,curriculum,tôi rất hoan_nghênh các hoạt_động đào_tạo liên_quan đến phát_triển bền_vững và xã_hội
"Dịch vụ giặt ủi, giày dép phục vụ trọn vẹn cho sinh viên.",1,facility,dịch_vụ giặt_ủi giày_dép phục_vụ trọn_vẹn cho sinh_viên
Anh ta rất thông cảm và luôn có cảm giác chia sẻ với những người xung quanh,2,others,anh ta rất thông_cảm và luôn có cảm_giác chia_sẻ với những người xung_quanh
Bạn ấy không có vai trò lãnh đạo và không thể thúc đẩy nhóm đạt được mục tiêu.,0,others,bạn ấy không có vai_trò lãnh_đạo và không_thể thúc_đẩy nhóm đạt được mục_tiêu
Tôi học tập rất nhiều kiến thức mới và có được nhiều trải nghiệm bổ ích nhờ sự giảng dạy của thầy.,2,lecturer,tôi học_tập rất nhiều kiến_thức mới và có được nhiều trải_nghiệm bổ_ích nhờ sự giảng_dạy của thầy
Giảng viên thực sự quan tâm đến sự phát triển của sinh viên.,1,lecturer,giảng_viên thực_sự quan_tâm đến sự phát_triển của sinh_viên
"Chương trình đại học giúp tôi hiểu sâu hơn về ngành học của mình, đồng thời rèn luyện kỹ năng và kinh nghiệm thực tế.",2,curriculum,chương_trình đại_học giúp tôi hiểu sâu hơn về ngành học của mình đồng_thời rèn_luyện kỹ_năng và kinh_nghiệm thực_tế
Thầy này đưa ra những cách giải thích rõ ràng và dễ hiểu cho việc học tập.,2,lecturer,thầy này đưa ra những cách giải_thích rõ_ràng và dễ hiểu cho việc học_tập
Có một số đồng nghiệp của tôi luôn tìm cách khoe khoang và tỏ ra cao quý hơn người khác.,0,others,có một_số đồng_nghiệp của tôi luôn tìm cách khoe_khoang và tỏ ra cao_quý hơn người khác
Giáo viên trong trường rất tận tâm và hỗ trợ học sinh trong việc học tập.,1,facility,giáo_viên trong trường rất tận_tâm và hỗ_trợ học_sinh trong việc học_tập
Bạn của tôi rất chịu khó và kiên trì.,1,others,bạn của tôi rất chịu_khó và kiên_trì
"Cô ấy là giảng viên tuyệt vời, luôn sẵn sàng giúp đỡ học sinh.",1,others,cô ấy là giảng_viên tuyệt_vời luôn sẵn_sàng giúp_đỡ học_sinh
Quy trình thủ tục nhập học khó khăn và phức tạp.,0,facility,quy_trình thủ_tục nhập_học khó_khăn và phức_tạp
Học viên được trang bị kinh nghiệm thực tế thông qua các dự án phối hợp với doanh nghiệp.,2,curriculum,học_viên được trang_bị kinh_nghiệm thực_tế thông_qua các dự_án phối_hợp với doanh_nghiệp
Thầy rất nhiệt tình và truyền động lực cho sinh viên.,2,lecturer,thầy rất nhiệt_tình và truyền động_lực cho sinh_viên
Không có đủ cơ sở vật chất để phát triển chương trình giảng dạy.,0,curriculum,không có đủ cơ_sở vật_chất để phát_triển chương_trình giảng_dạy
"Phòng học rất ồn, cảm giác thực sự không thoải mái khi học.",0,facility,phòng học rất ồn_cảm_giác thực_sự không thoải_mái khi học
Tôi rất tiếc khi không được làm việc cùng anh/chị thêm nữa.,2,others,tôi rất tiếc khi không được làm_việc cùng anh_chị thêm nữa
Cô ấy luôn tỏ ra kỳ thị và phân biệt đối xử.,0,others,cô ấy luôn tỏ ra kỳ_thị và phân_biệt đối_xử
Anh ta toàn tỏ ra vô trách nhiệm và không hề chấp nhận trách nhiệm của mình.,0,others,anh ta toàn tỏ ra vô_trách_nhiệm và không hề chấp_nhận trách_nhiệm của mình
Chương trình đưa ra quy trình học tập rõ ràng và dễ thực hiện.,2,curriculum,chương_trình đưa ra quy_trình học_tập rõ_ràng và dễ thực_hiện
Khu vực thư viện có nhiều sách mới được cập nhật thường xuyên.,1,facility,khu_vực thư_viện có nhiều sách mới được cập_nhật thường_xuyên
Thầy đem lại cho chúng tôi nhiều cảm hứng để tiếp tục theo đuổi học vấn.,2,lecturer,thầy đem lại cho chúng_tôi nhiều cảm_hứng để tiếp_tục theo_đuổi học_vấn
Bạn của tôi rất đam mê và nhiệt huyết.,1,others,bạn của tôi rất đam_mê và nhiệt_huyết
Trường tôi có nhiều phòng đọc sách và nghiên cứu rất đẹp.,1,facility,trường tôi có nhiều phòng đọc sách và nghiên_cứu rất đẹp
Cô ấy hay giở giọng và chỉ trích người khác.,0,others,cô ấy hay giở giọng và chỉ_trích người khác
Quá nhiều bài kiểm tra và bài tập khiến cho sinh viên quá tải.,0,curriculum,quá nhiều bài kiểm_tra và bài_tập khiến cho sinh_viên quá_tải
"Chương trình học không đồng nhất, sinh viên khó khăn trong việc học tập.",0,curriculum,chương_trình học không đồng_nhất sinh_viên khó_khăn trong việc học_tập
Cô ấy rất có tài ngôn từ và giỏi biểu đạt ý tưởng của mình.,2,others,cô ấy rất có tài_ngôn từ và giỏi_biểu đạt ý_tưởng của mình
Cậu bạn này rất đáng tin cậy và trung thực.,1,others,cậu bạn này rất đáng tin_cậy và trung_thực
Cô ấy là người đam mê công việc của mình và luôn cố gắng vượt qua giới hạn của bản thân.,2,others,cô ấy là người đam_mê công_việc của mình và luôn cố_gắng vượt qua giới_hạn của bản_thân
Học phần quá nhiều và không có sự tổng hợp kiến thức.,0,curriculum,học phần quá nhiều và không có sự tổng_hợp kiến_thức
Thấy mấy bạn đó giữa bài giảng sen xanh sen và dễ ngủ thật là phiền.,0,others,thấy mấy bạn đó giữa bài giảng_sen xanh_sen và dễ ngủ thật là phiền
"Chương trình dao động đúng với xu thế thị trường lao động, giúp tôi có được cơ hội việc làm tốt hơn sau khi tốt nghiệp.",2,curriculum,chương_trình dao_động đúng với xu_thế thị_trường lao_động giúp tôi có được cơ_hội việc_làm tốt hơn sau khi tốt_nghiệp
Các khóa học trên trường có giá cả hợp lý và đảm bảo sự tiện lợi cho sinh viên.,1,facility,các khóa học trên trường có giá_cả hợp_lý và đảm_bảo sự tiện_lợi cho sinh_viên
Giảng viên rất tận tâm và thấu hiểu nhu cầu học tập của sinh viên.,1,lecturer,giảng_viên rất tận_tâm và thấu_hiểu nhu_cầu học_tập của sinh_viên
"Khuôn viên trường rất đẹp và thoáng mát, rất thích hợp cho sinh viên học tập và giải trí.",2,facility,khuôn_viên trường rất đẹp và thoáng_mát rất thích_hợp cho sinh_viên học_tập và giải_trí
Anh ấy là người rất nhiệt tình và có tinh thần đội nhóm tốt.,1,others,anh ấy là người rất nhiệt_tình và có tinh_thần đội nhóm tốt
Môi trường học tập không thân thiện với sinh viên.,0,curriculum,môi_trường học_tập không thân_thiện với sinh_viên
Học phí của trường khá hợp lý so với chất lượng giảng dạy.,2,curriculum,học_phí của trường khá hợp_lý so với chất_lượng giảng_dạy
Anh ta thường xuyên nói những lời khó nghe và không kiềm chế được hành động của mình.,0,others,anh ta thường_xuyên nói những lời khó nghe và không kiềm_chế được hành_động của mình
"Cô ấy thường xuyên ở viện, không tập trung vào giảng dạy và không thể hiện sự tận tâm với người học.",0,others,cô ấy thường_xuyên ở viện không tập_trung vào giảng_dạy và không thể_hiện sự tận_tâm với người học
Thầy thường đưa ra nhiều ví dụ và minh họa thực tế để giúp chúng tôi hiểu bài học tốt hơn.,1,lecturer,thầy thường đưa ra nhiều ví_dụ và minh_họa thực_tế để giúp chúng_tôi hiểu bài_học tốt hơn
The facilities of the university are good enough for students.,1,facility,the facilities of_the university are good enough for students
Các khu vực nghỉ ngơi và giải trí cho sinh viên được bảo quản và chăm sóc rất tốt.,1,facility,các khu_vực nghỉ_ngơi và giải_trí cho sinh_viên được bảo_quản và chăm_sóc rất tốt
Thầy cô cung cấp khả năng giải trí và giáo dục cho sinh viên đồng thời.,1,lecturer,thầy cô cung_cấp khả_năng giải_trí và giáo_dục cho sinh_viên đồng_thời
Trường có nhiều cuộc thi và giải thưởng học bổng giúp sinh viên có động lực học tập nhiều hơn.,2,curriculum,trường có nhiều cuộc thi và giải_thưởng học_bổng giúp sinh_viên có động_lực học_tập nhiều hơn
"Giáo viên có khủng hoảng giải trít, thường xuyên hát và thổi kèn trong lớp học.",0,lecturer,giáo_viên có khủng_hoảng giải_trít thường_xuyên hát và thổi kèn trong lớp_học
Anh ấy là một người giỏi về quản lý thời gian và có khả năng hoàn thành công việc đúng thời hạn.,1,others,anh ấy là một người giỏi về quản_lý thời_gian và có khả_năng hoàn_thành công_việc đúng thời_hạn
The curriculum provides opportunities for practical application of concepts.,1,curriculum,the curriculum provides opportunities for practical application of concepts
Những người này thường không có chính kiến và chỉ đồng ý với ý kiến của người khác.,0,others,những người này thường không có chính_kiến và chỉ đồng_ý với ý_kiến của người khác
Những căn phòng trong kí túc xá quá chật chội và không đủ không gian để sinh viên sống thoải mái.,0,facility,những căn phòng trong kí_túc_xá quá chật_chội và không đủ không_gian để sinh_viên sống thoải_mái
Trường cung cấp nhiều khoá học ngoại khóa để sinh viên có cơ hội trải nghiệm thêm những hoạt động bổ ích.,1,facility,trường cung_cấp nhiều khóa_học ngoại_khóa để sinh_viên có cơ_hội trải_nghiệm thêm những hoạt_động bổ_ích
Cô ấy hay cãi nhau với bạn bè và không chịu xin lỗi khi sai.,0,others,cô ấy hay cãi nhau với bạn_bè và không chịu xin_lỗi khi sai
Cô bạn giỏi nấu ăn.,1,others,cô bạn giỏi nấu_ăn
Giảng viên đã rất nhiệt tình giúp các sinh viên đạt được mục tiêu học tập của mình.,1,lecturer,giảng_viên đã rất nhiệt_tình giúp các sinh_viên đạt được mục_tiêu học_tập của mình
Các phòng thảo luận của trường thường rất bẩn và không đủ chỗ để sinh viên có thể thảo luận bình thường.,0,facility,các phòng thảo_luận của trường thường rất bẩn và không đủ chỗ để sinh_viên có_thể thảo_luận bình_thường
Thầy truyền đạt triết lý học tập và tình yêu cho sự nghiệp và chuyên ngành của mình.,1,lecturer,thầy truyền_đạt triết_lý học_tập và tình_yêu cho sự_nghiệp và chuyên_ngành của mình
Cô ấy hay đổ lỗi cho người khác mà không chịu chịu trách nhiệm của mình.,0,others,cô ấy hay đổ lỗi cho người khác mà không chịu chịu trách_nhiệm của mình
Thầy không đưa ra được phương pháp giữ lớp tốt.,0,lecturer,thầy không đưa ra được phương_pháp giữ lớp tốt
Giảng viên luôn sẵn sàng giúp đỡ tôi trong mọi tình huống và đưa ra lời khuyên thiết thực.,2,lecturer,giảng_viên luôn sẵn_sàng giúp_đỡ tôi trong mọi tình_huống và đưa ra lời khuyên_thiết_thực
Cậu ta không bao giờ hoàn thành công việc theo đúng tiến độ.,0,others,cậu ta không bao_giờ hoàn_thành công_việc theo đúng tiến_độ
Thầy dạy học viên cách phản hồi và thảo luận kỹ càng với những đồng nghiệp và người quản lý.,2,lecturer,thầy dạy_học_viên cách phản_hồi và thảo_luận kỹ_càng với những đồng_nghiệp và người_quản_lý
Cơ sở vật chất đáp ứng được nhu cầu học tập của sinh viên.,2,facility,cơ_sở_vật_chất đáp_ứng được nhu_cầu học_tập của sinh_viên
Đưa con cái đi học ở đây thì sợ quá trời.,0,facility,đưa con_cái đi học ở đây thì sợ quá trời
Cô ấy rất thân thiện và có nhiều kỹ năng giao tiếp để trò chuyện với mọi người.,2,others,cô ấy rất thân_thiện và có nhiều kỹ_năng giao_tiếp để trò_chuyện với mọi người
Thầy luôn truyền đạt kiến thức một cách dễ hiểu.,2,lecturer,thầy luôn truyền_đạt kiến_thức một_cách dễ hiểu
"Các phòng thực hành được trang bị đầy đủ máy móc và thiết bị, hỗ trợ cho việc học tập và nghiên cứu của sinh viên.",2,facility,các phòng thực_hành được trang_bị đầy_đủ máy_móc và thiết_bị hỗ_trợ cho việc học_tập và nghiên_cứu của sinh_viên
Môn học trong chương trình đào tạo đa dạng và phong phú.,1,curriculum,môn_học trong chương_trình đào_tạo đa_dạng và phong_phú
"Trường đại học này có chất lượng cơ sở vật chất tuyệt vời, giúp cho tôi có được một môi trường học tập và nghiên cứu tốt nhất.",2,facility,trường đại_học này có chất_lượng cơ_sở_vật_chất tuyệt_vời giúp cho tôi có được một môi_trường học_tập và nghiên_cứu tốt nhất
Thầy là người luôn sẵn sàng giúp đỡ và hỗ trợ sinh viên.,2,lecturer,thầy là người luôn sẵn_sàng giúp_đỡ và hỗ_trợ sinh_viên
Thầy rất nhiệt tình trong việc giảng dạy và trả lời câu hỏi của học sinh.,2,lecturer,thầy rất nhiệt_tình trong việc giảng_dạy và trả_lời câu hỏi của học_sinh
Thầy/Cô là người rất tận tâm và đầy nhiệt huyết với công việc giảng dạy.,2,others,thầy cô là người rất tận_tâm và đầy nhiệt_huyết với công_việc giảng_dạy
Anh bạn là người luôn có những ý tưởng mới và sáng tạo trong công việc đồng đội.,2,others,anh bạn là người luôn có những ý_tưởng mới và sáng_tạo trong công_việc đồng_đội
Nhóm của họ không cung cấp sự hỗ trợ hoặc giúp đỡ cho những người khác trong nhóm.,0,others,nhóm của họ không cung_cấp sự hỗ_trợ hoặc giúp_đỡ cho những người khác trong nhóm
Cô ấy giảm thiểu giá trị của những phản hồi của bạn.,0,others,cô ấy giảm_thiểu giá_trị của những phản_hồi của bạn
Các phòng họp được trang bị đầy đủ và hiện đại.,1,facility,các phòng họp được trang_bị đầy_đủ và hiện_đại
Cô ấy không có sự đoàn kết và hay phân rẽ mọi người trong nhóm.,0,others,cô ấy không có sự đoàn_kết và hay phân_rẽ mọi người trong nhóm
Giảng viên này giúp tôi hiểu rõ hơn về các quy trình công việc và cập nhật những kiến thức mới nhất.,1,lecturer,giảng_viên này giúp tôi hiểu rõ hơn về các quy_trình công_việc và cập_nhật những kiến_thức mới nhất
Giảng viên nỗ lực đưa ra những bài giảng rất hữu ích và áp dụng thực tế.,1,lecturer,giảng_viên nỗ_lực đưa ra những bài giảng rất hữu_ích và áp_dụng thực_tế
Tủ đựng đồ được cung cấp miễn phí để sinh viên có thể lưu đồ của mình và thuận tiện cho quá trình dọn phòng.,2,facility,tủ đựng đồ được cung_cấp miễn_phí để sinh_viên có_thể lưu_đồ của mình và thuận_tiện cho quá_trình dọn phòng
Tài liệu không đầy đủ và chất lượng vô cùng kém.,0,curriculum,tài_liệu không đầy_đủ và chất_lượng vô_cùng kém
Họ có khả năng tổ chức và tập trung công việc tốt.,1,others,họ có khả_năng tổ_chức và tập_trung công_việc tốt
"Khu vực phòng máy tính được thiết kế thoáng mát và an toàn, có hàng trăm máy tính để sinh viên sử dụng",1,facility,khu_vực phòng máy_tính được thiết_kế thoáng mát và an_toàn có hàng trăm máy_tính để sinh_viên sử_dụng
"Các phòng học được trang bị máy chiếu, âm thanh tốt, giúp cho việc giảng dạy diễn ra hiệu quả hơn.",2,facility,các phòng học được trang_bị máy_chiếu âm_thanh tốt giúp cho việc giảng_dạy diễn ra hiệu_quả hơn
Giảng viên đưa ra những phản hồi tích cực và khuyến khích chúng em phát triển hơn nữa.,2,lecturer,giảng_viên đưa ra những phản_hồi tích_cực và khuyến_khích chúng_em phát_triển hơn_nữa
Chương trình học quá khô khan và nhàm chán.,0,curriculum,chương_trình học quá khô_khan và nhàm chán
Anh ta hay đá xoáy và không biết lắng nghe ý kiến của người khác.,0,others,anh ta hay đá xoáy và không biết lắng_nghe ý_kiến của người khác
Thầy cách truyền đạt kiến thức rất rõ ràng và dễ hiểu.,2,lecturer,thầy cách truyền_đạt kiến_thức rất rõ_ràng và dễ hiểu
Hệ thống giáo dục mang tính ứng dụng,1,facility,hệ_thống giáo_dục mang tính ứng_dụng
Giáo trình đảm bảo mang lại kiến thức và kỹ năng cần thiết cho công việc trong tương lai.,1,curriculum,giáo_trình đảm_bảo mang lại kiến_thức và kỹ_năng cần_thiết cho công_việc trong tương_lai
Cậu ta chỉ lo lăng cho mình mà không bao giờ lắng nghe người khác.,0,others,cậu ta chỉ lo lăng cho mình mà không bao_giờ lắng_nghe người khác
Phương pháp gia sư cá nhân tùy chọn cho sinh viên.,2,curriculum,phương_pháp gia_sư cá_nhân tùy chọn cho sinh_viên
Anh bạn thường giúp đỡ tôi trong các bài tập lập trình.,1,others,anh bạn thường giúp_đỡ tôi trong các bài_tập lập_trình
Khuôn viên trường rộng rãi và thoáng mát.,1,facility,khuôn_viên trường rộng_rãi và thoáng mát
Tôi thấy trường của mình rất đẹp và gần gũi với thiên nhiên.,1,facility,tôi thấy trường của mình rất đẹp và gần_gũi với thiên_nhiên
Giảng viên luôn động viên tôi trong việc học tập và trưởng thành trong cuộc sống.,2,lecturer,giảng_viên luôn động_viên tôi trong việc học_tập và trưởng_thành trong cuộc_sống
Giảng viên của tôi chắc chắn sẽ giúp tôi trở nên tốt hơn trong công việc của mình vì họ đem đến cảm hứng và kiến thức mới mẻ.,2,lecturer,giảng_viên của tôi chắc_chắn sẽ giúp tôi trở_nên tốt hơn trong công_việc của mình vì họ đem đến cảm_hứng và kiến_thức mới_mẻ
Anh ta là một người có tinh thần cầu tiến và không ngừng hoàn thiện mình.,1,others,anh ta là một người có tinh_thần cầu_tiến và không ngừng hoàn_thiện mình
Tranh cãi với nhau để được sử dụng phòng lab mất nhiều thời gian hơn thực sự làm việc trong phòng lab.,0,facility,tranh_cãi với nhau để được sử_dụng phòng lab mất nhiều thời_gian hơn thực_sự làm_việc trong phòng lab
Thầy cô giảng bài rất có kinh nghiệm và sáng tạo.,1,lecturer,thầy cô giảng_bài rất có kinh_nghiệm và sáng_tạo
Thiếu sự tương tác và trao đổi giữa sinh viên và giảng viên.,0,curriculum,thiếu sự tương_tác và trao_đổi giữa sinh_viên và giảng_viên
"Không có sự đa dạng trong chương trình học, gây ảnh hưởng đến sự phát triển của sinh viên.",0,curriculum,không có sự đa_dạng trong chương_trình học gây ảnh_hưởng đến sự phát_triển của sinh_viên
Thầy này luôn giải đáp mọi thắc mắc của học viên.,2,lecturer,thầy này luôn giải_đáp mọi thắc_mắc của học_viên
Tôi thấy giảng viên này có thể giảng dạy mọi chủ đề một cách chuyên nghiệp.,1,lecturer,tôi thấy giảng_viên này có_thể giảng_dạy mọi chủ_đề một_cách chuyên_nghiệp
Anh bạn này rất sáng tạo trong các dự án thực tế.,2,others,anh bạn này rất sáng_tạo trong các dự_án thực_tế
Tôi cảm thấy trường có rất nhiều hoạt động văn hóa và truyền thống tốt để sinh viên có thể tham gia.,2,facility,tôi cảm_thấy trường có rất nhiều hoạt_động văn_hóa và truyền_thống tốt để sinh_viên có_thể tham_gia
"Trường này chán quá, phòng học thiếu sức sống.",0,facility,trường này chán quá phòng học thiếu sức_sống
Tôi thích sự kết hợp giữa đào tạo chuyên sâu và đa năng.,2,curriculum,tôi thích sự kết_hợp giữa đào_tạo chuyên_sâu và đa_năng
Chàng trai đó vô cùng tệ hại trong việc giữ lời hứa và không có trách nhiệm.,0,others,chàng trai đó vô_cùng tệ_hại trong việc giữ lời hứa và không có trách_nhiệm
Thầy biết cách gợi mở và kích thích sự sáng tạo trong học tập của sinh viên.,2,lecturer,thầy biết cách gợi_mở và kích_thích sự sáng_tạo trong học_tập của sinh_viên
Trang bị đầy đủ thiết bị và phòng học hiện đại.,1,curriculum,trang_bị đầy_đủ thiết_bị và phòng học hiện_đại
Cô ấy có khả năng phát triển mối quan hệ xã hội và xây dựng mạng lưới liên kết.,1,others,cô ấy có khả_năng phát_triển mối quan_hệ xã_hội và xây_dựng mạng_lưới liên_kết
Em rất ngưỡng mộ tài năng và năng lực của anh/chị.,2,others,em rất ngưỡng_mộ tài_năng và năng_lực của anh_chị
Anh ấy rất thú vị và luôn khiến mọi người cảm thấy vui vẻ.,2,others,anh ấy rất thú_vị và luôn khiến mọi người cảm_thấy vui_vẻ
"Có các thiết bị âm thanh, chiếu sáng đảm bảo cho buổi học hiệu quả.",1,facility,có các thiết_bị âm_thanh chiếu sáng đảm_bảo cho buổi học hiệu_quả
"Thời lượng học quá ngắn, không thể tiếp thu đủ kiến thức trong quá trình học.",0,curriculum,thời_lượng học quá ngắn không_thể tiếp_thu đủ kiến_thức trong quá_trình học
Đội ngũ bảo vệ thân thiện và chuyên nghiệp.,1,facility,đội_ngũ bảo_vệ thân_thiện và chuyên_nghiệp
Anh/chị giảng viên truyền cảm hứng cho chúng em phát triển khả năng tiếp thu và tư duy.,2,lecturer,anh_chị giảng_viên truyền cảm_hứng cho chúng_em phát_triển khả_năng tiếp_thu và tư_duy
"Tôi rất thích không gian ở khu vực sân tennis của trường, tôi có thể chơi tennis và rèn luyện thể chất một cách hiệu quả.",2,facility,tôi rất thích không_gian ở khu_vực sân tennis của trường tôi có_thể chơi tennis và rèn_luyện thể_chất một_cách hiệu_quả
Giảng viên này có phải đang làm chuyên gia về gián điệp hay sao mà lại thích lật đổ ý kiến của sinh viên?,0,lecturer,giảng_viên này có phải đang làm chuyên_gia về gián_điệp hay sao mà_lại thích lật_đổ ý_kiến của sinh_viên
Anh ấy không có sự kiên nhẫn và dễ cáu gắt với mọi người.,0,others,anh ấy không có sự kiên_nhẫn và dễ cáu_gắt với mọi người
"Thầy tạo ra một môi trường học tập tích cực, giúp sinh viên tự phát học tập và phát triển bản thân.",2,lecturer,thầy tạo ra một môi_trường học_tập tích_cực giúp sinh_viên tự_phát học_tập và phát_triển bản_thân
Trường không có đủ phòng nghỉ cho sinh viên ngủ.,0,facility,trường không có đủ phòng nghỉ cho sinh_viên ngủ
Anh/Chị là người rất chu đáo và luôn sẵn sàng giúp đỡ mọi người.,2,others,anh_chị là người rất chu_đáo và luôn sẵn_sàng giúp_đỡ mọi người
Không có động lực cho sinh viên nên các hoạt động tập thể không được phát triển mạnh mẽ.,1,curriculum,không có động_lực cho sinh_viên nên các hoạt_động tập_thể không được phát_triển mạnh_mẽ
"Chương trình đào tạo rất linh hoạt và đa dạng, giúp tôi lựa chọn được những môn học phù hợp với sở thích của mình.",2,curriculum,chương_trình đào_tạo rất linh_hoạt và đa_dạng giúp tôi lựa_chọn được những môn_học phù_hợp với sở_thích của mình
Tôi cảm thấy chương trình học của trường giúp tôi trở thành một người tự học và phát triển bản thân.,1,curriculum,tôi cảm_thấy chương_trình học của trường giúp tôi trở_thành một người tự học và phát_triển bản_thân
Các phòng học được thiết kế rất thông thoáng và cuốn hút.,2,facility,các phòng học được thiết_kế rất thông_thoáng và cuốn_hút
Thầy cô không thông tin trước cho sinh viên khi có thay đổi chương trình hoặc kế hoạch.,0,lecturer,thầy cô không thông_tin trước cho sinh_viên khi có thay_đổi chương_trình hoặc kế_hoạch
The curriculum is appropriate for students at all levels of knowledge and experience.,1,curriculum,the curriculum is appropriate for students at all levels of_knowledge and experience
"Các phòng học tại trường đều được trang bị bảng điện tử, giúp tôi học tập tiện lợi và hiệu quả hơn.",2,facility,các phòng học tại trường đều được trang_bị bảng điện_tử giúp tôi học_tập tiện_lợi và hiệu_quả hơn
